序号,中文名,外文名,GitHub仓库,已归档,Star数,Fork数,更新时间,许可证
167,**东南大学**,*Southeast University*,[:simple-github: DansYU/<br>SeuThesiY](https://github.com/DansYU/SeuThesiY),:unlock:,68,19,:material-update: `2024-11-10`,:material-license: `GPL-3.0`
168,**（越南）河内国家大学**,"*Vietnam National University, Hanoi*<br>(Đại học Quốc gia Hà Nội)",[:simple-github: leduyquang753/<br>uet-graduation-latex](https://github.com/leduyquang753/uet-graduation-latex),:unlock:,68,10,:material-update: `2024-12-31`,:material-license: `MIT`
169,**通用模板**,*Common Templates*,[:simple-github: emersonmello/<br>modelos-latex](https://github.com/emersonmello/modelos-latex),:unlock:,67,37,:material-update: `2024-11-12`,:material-license: `CC0-1.0`
170,**合肥工业大学**,*HeFei University of Technology*,[:simple-github: netcan/<br>HFUT_Thesis](https://github.com/netcan/HFUT_Thesis),:unlock:,67,21,:material-update: `2021-05-24`, 
171,**复旦大学**,*Fudan University*,[:simple-github: yzbrlan/<br>fudan-thesis-latex-template](https://github.com/yzbrlan/fudan-thesis-latex-template),:unlock:,67,19,:material-update: `2023-03-30`, 
172,**台湾阳明交通大学<br>（國立陽明交通大學）**,*National Yang Ming Chiao Tung University (NYCU)*,[:simple-github: chiehmin/<br>nctu-thesis](https://github.com/chiehmin/nctu-thesis),:unlock:,66,18,:material-update: `2017-09-12`, 
173,**（土耳其）伊斯坦布尔科技大学**,"*Istanbul Technical University*<br>(istanbul Teknik Üniversitesi, ITU)",[:simple-github: ondes/<br>Template-Latex-ITU-Thesis](https://github.com/ondes/Template-Latex-ITU-Thesis),:unlock:,64,22,:material-update: `2023-10-21`, 
174,**北京理工大学**,*Beijing Institute of Technology*,[:simple-github: jiandahao/<br>BIT-thesis-LaTex](https://github.com/jiandahao/BIT-thesis-LaTex),:unlock:,64,20,:material-update: `2020-05-06`,:material-license: `MIT`
175,**（匈牙利）罗兰大学**,"*Eötvös Loránd University*<br>(Eötvös Loránd Tudományegyetem, ELTE)",[:simple-github: mcserep/<br>elteikthesis](https://github.com/mcserep/elteikthesis),:unlock:,64,16,:material-update: `2024-04-26`,:material-license: `NOASSERTION`
176,**（俄罗斯）塞瓦斯托波尔国立技术大学**,*Sevastopol National Technical University*<br>(Севастопольський національний технічний університет),[:simple-github: Amet13/<br>bachelor-diploma](https://github.com/Amet13/bachelor-diploma),:unlock:,64,15,:material-update: `2017-04-17`, 
177,**通用模板**,*Common Templates*,[:simple-github: XuehaiPan/<br>LaTeX-Templates](https://github.com/XuehaiPan/LaTeX-Templates),:unlock:,64,14,:material-update: `2022-07-05`,:material-license: `MIT`
178,**通用模板**,*Common Templates*,[:simple-github: oist/<br>LaTeX-templates](https://github.com/oist/LaTeX-templates),:unlock:,63,57,:material-update: `2022-09-26`,:material-license: `MIT`
179,**同济大学**,*Tongji University*,[:simple-github: yanjyeli/<br>TONGJITHESIS](https://github.com/yanjyeli/TONGJITHESIS),:unlock:,63,23,:material-update: `2016-04-16`, 
180,**东北大学**,*Northeastern University*,[:simple-github: Acytoo/<br>neu_bachelor_thesis_template](https://github.com/Acytoo/neu_bachelor_thesis_template),:unlock:,63,14,:material-update: `2019-06-11`, 
181,**（美国）马萨诸塞大学**,*University of Massachusetts (UMass)*,[:simple-github: umasscs/<br>umassthesis](https://github.com/umasscs/umassthesis),:unlock:,61,46,:material-update: `2023-10-18`, 
182,**（美国）麻省理工学院**,*Massachusetts Institute of Technology (MIT)*,[:simple-github: kljensen/<br>mit-phd-thesis](https://github.com/kljensen/mit-phd-thesis),:card_box:,61,32,:material-update: `2024-02-26`, 
183,**香港科技大学<br>（香港科技大學）**,*Hong Kong University Of Science And Technology (HUST)*,[:simple-github: fcyu/<br>HKUST_PhD_MPhil_thesis_Latex](https://github.com/fcyu/HKUST_PhD_MPhil_thesis_Latex),:unlock:,61,27,:material-update: `2021-10-06`,:material-license: `GPL-3.0`
184,**河海大学**,*Hohai University*,[:simple-github: caowenhan/<br>hhuthesis](https://github.com/caowenhan/hhuthesis),:unlock:,61,14,:material-update: `2022-02-11`,:material-license: `LPPL-1.3c`
185,**南京信息工程大学**,*Nanjing University of Information Engineering*,[:simple-github: sakronos/<br>NUIST_Bachelor_Thesis_LaTeX_Template](https://github.com/sakronos/NUIST_Bachelor_Thesis_LaTeX_Template),:unlock:,61,11,:material-update: `2022-05-14`,:material-license: `GPL-3.0`
186,**（荷兰）代尔夫特理工大学**,"*Delft University of Technology*<br>(Technische Universiteit Delft, TU Delft)",[:simple-github: dzwaneveld/<br>tudelft-report-thesis-template](https://github.com/dzwaneveld/tudelft-report-thesis-template),:unlock:,60,21,:material-update: `2024-09-05`, 
187,**哈尔滨工业大学**,*Harbin Institute of Technology*,[:simple-github: dustincys/<br>PlutoThesis](https://github.com/dustincys/PlutoThesis),:unlock:,59,28,:material-update: `2017-11-23`, 
188,**南开大学**,*Nankai University*,[:simple-github: kongxiao0532/<br>NKU_Bachelor_Thesis_Template](https://github.com/kongxiao0532/NKU_Bachelor_Thesis_Template),:unlock:,59,24,:material-update: `2019-03-13`, 
189,**上海大学**,*Shanghai University*,[:simple-github: zeakey/<br>shu-thesis](https://github.com/zeakey/shu-thesis),:unlock:,59,15,:material-update: `2019-12-11`, 
190,**厦门大学**,*Xiamen University*,[:simple-github: neofung/<br>XMU_master_and_doctor_degree_thesis](https://github.com/neofung/XMU_master_and_doctor_degree_thesis),:unlock:,58,29,:material-update: `2016-06-23`, 
191,**北京理工大学**,*Beijing Institute of Technology*,[:simple-github: qiuzhu/<br>BITthesis](https://github.com/qiuzhu/BITthesis),:unlock:,58,19,:material-update: `2017-10-11`,:material-license: `GPL-3.0`
192,**桂林电子科技大学**,*Guilin University of Electronic Science and Technology*,[:simple-github: YanMing-lxb/<br>GUET_Thesis_LaTeX](https://github.com/YanMing-lxb/GUET_Thesis_LaTeX),:unlock:,58,14,:material-update: `2025-03-02`,:material-license: `LPPL-1.3c`
193,**南京邮电大学**,*Nanjing University of Posts and Telecommunications*,[:simple-github: gzr-lgtm/<br>NJUPThesis-Bachelor](https://github.com/gzr-lgtm/NJUPThesis-Bachelor),:unlock:,57,11,:material-update: `2022-05-02`,:material-license: `LPPL-1.3c`
194,**重庆大学**,*Chongqing University*,[:simple-github: neardws/<br>My-Doctoral-Dissertation](https://github.com/neardws/My-Doctoral-Dissertation),:unlock:,57,11,:material-update: `2024-03-30`,:material-license: `NOASSERTION`
195,**北京航空航天大学**,"*Beihang University (Beijing University of Aeronautics and Astronautics, BUAA)*",[:simple-github: Kelmory/<br>BUAA-Thesis-BWE](https://github.com/Kelmory/BUAA-Thesis-BWE),:card_box:,57,9,:material-update: `2019-06-12`,:material-license: `MIT`
196,**西安交通大学**,*Xi'an Jiaotong University*,[:simple-github: Tedxz/<br>xjtuthesis-x](https://github.com/Tedxz/xjtuthesis-x),:unlock:,56,19,:material-update: `2019-05-19`, 
197,**吉林大学**,*Jilin University*,[:simple-github: maxuewei2/<br>JLUThesis2020](https://github.com/maxuewei2/JLUThesis2020),:unlock:,56,13,:material-update: `2023-12-10`, 
198,**同济大学**,*Tongji University*,[:simple-github: TJ-CSCCG/<br>Tongji-Beamer](https://github.com/TJ-CSCCG/Tongji-Beamer),:unlock:,56,6,:material-update: `2023-11-22`,:material-license: `LPPL-1.3c`
199,**香港中文大学<br>（香港中文大學）**,*Chinese University of Hong Kong (CUHK)*,[:simple-github: lixin4ever/<br>CUHK-PHD-Thesis-Template](https://github.com/lixin4ever/CUHK-PHD-Thesis-Template),:unlock:,55,22,:material-update: `2021-04-10`, 
200,**郑州大学**,*Zhengzhou University*,[:simple-github: tuxify/<br>zzuthesis](https://github.com/tuxify/zzuthesis),:unlock:,54,23,:material-update: `2023-05-31`, 
